Place,Division,Class,Last Name,First Name,IDPA ID,Location,Shooter Number,Squad,Session,Completed,DNF,Categories,Total Score,Total PD,Hits on Non-Threat,Procedural Error,Failure to Do Right,Flagrant,Finger PE,Stage 1 Time,Stage 1 String 1,Stage 1 PD,Stage 1 Hits on Non-Threat,Stage 1 Procedural Error,Stage 1 Failure to Do Right,Stage 1 Flagrant,Stage 1 Finger PE,Stage 1 DNF,Stage 2 Time,Stage 2 String 1,Stage 2 PD,Stage 2 Hits on Non-Threat,Stage 2 Procedural Error,Stage 2 Failure to Do Right,Stage 2 Flagrant,Stage 2 Finger PE,Stage 2 DNF,Stage 3 Time,Stage 3 String 1,Stage 3 PD,Stage 3 Hits on Non-Threat,Stage 3 Procedural Error,Stage 3 Failure to Do Right,Stage 3 Flagrant,Stage 3 Finger PE,Stage 3 DNF,Stage 4 Time,Stage 4 String 1,Stage 4 PD,Stage 4 Hits on Non-Threat,Stage 4 Procedural Error,Stage 4 Failure to Do Right,Stage 4 Flagrant,Stage 4 Finger PE,Stage 4 DNF,Stage 5 Time,Stage 5 String 1,Stage 5 PD,Stage 5 Hits on Non-Threat,Stage 5 Procedural Error,Stage 5 Failure to Do Right,Stage 5 Flagrant,Stage 5 Finger PE,Stage 5 DNF,Stage 6 Time,Stage 6 String 1,Stage 6 PD,Stage 6 Hits on Non-Threat,Stage 6 Procedural Error,Stage 6 Failure to Do Right,Stage 6 Flagrant,Stage 6 Finger PE,Stage 6 DNF
88,BUG,SS,149 Raksachol,Rachata,,,,8,,1,0,,168.74,32,,,,,,23.92,22.92,1,,,,,,,26.87,19.87,7,,,,,,,30.43,19.43,11,,,,,,,31.69,25.69,6,,,,,,,33.15,27.15,6,,,,,,,22.68,21.68,1,,,,,,
89,ESP,MM,016 Sabankluai,Pakdee,,,,1,,1,0,Law Enforcement,169.47,8,,,,,,24.89,24.89,,,,,,,,32.16,30.16,2,,,,,,,28.03,28.03,,,,,,,,33.11,28.11,5,,,,,,,21.63,20.63,1,,,,,,,29.65,29.65,,,,,,,
90,CCP,SS,102 Pangpun,Aekput,,,,6,,1,0,Law Enforcement,169.81,29,,,,,,23.60,22.60,1,,,,,,,26.66,24.66,2,,,,,,,27.41,22.41,5,,,,,,,41.17,25.17,16,,,,,,,27.86,24.86,3,,,,,,,23.11,21.11,2,,,,,,
91,ESP,UN,120 Sida,Chowalit,,,,6,,1,0,,169.90,8,2,,,,,23.56,22.56,1,,,,,,,29.51,20.51,4,1,,,,,,30.14,30.14,,,,,,,,27.68,25.68,2,,,,,,,30.72,25.72,,1,,,,,,28.29,27.29,1,,,,,,
92,CCP,UN,060 Pholsawat,Suwinai,,,,3,,1,0,Law Enforcement,170.02,20,1,,,,,21.44,21.44,,,,,,,,32.23,22.23,5,1,,,,,,27.29,24.29,3,,,,,,,31.29,27.29,4,,,,,,,28.60,24.60,4,,,,,,,29.17,25.17,4,,,,,,
93,ESP,SS,045 Norephet,Komchan,,,,3,,1,0,Law Enforcement,172.00,15,,1,,,,26.82,26.82,,,,,,,,25.72,23.72,2,,,,,,,34.46,26.46,8,,,,,,,32.89,27.89,5,,,,,,,19.62,19.62,,,,,,,,32.49,29.49,,,1,,,,
94,CO,UN,181 Chaichana,Tappracha,,,,10,,1,0,Law Enforcement,172.55,21,,1,,,,34.73,26.73,5,,1,,,,,28.27,22.27,6,,,,,,,28.47,24.47,4,,,,,,,30.79,24.79,6,,,,,,,22.82,22.82,,,,,,,,27.47,27.47,,,,,,,
95,ESP,SS,154 Stityuthakarn,Pasakorn,,,,9,,1,0,,172.88,32,,,,,,24.66,24.66,,,,,,,,26.05,22.05,4,,,,,,,33.84,24.84,9,,,,,,,37.17,29.17,8,,,,,,,23.06,20.06,3,,,,,,,28.10,20.10,8,,,,,,
96,BUG,EX,064 Wawjangreed,Amnuay,,,,4,,1,0,Law Enforcement,173.52,30,,,,,,23.53,21.53,2,,,,,,,26.35,21.35,5,,,,,,,25.76,19.76,6,,,,,,,34.75,29.75,5,,,,,,,39.02,32.02,7,,,,,,,24.11,19.11,5,,,,,,
97,CO,UN,182 Khongsri,Akkaradet,,,,10,,1,0,,173.55,8,,,,,,24.29,24.29,,,,,,,,29.15,24.15,5,,,,,,,30.94,29.94,1,,,,,,,35.02,34.02,1,,,,,,,25.79,25.79,,,,,,,,28.36,27.36,1,,,,,,
98,SSP,MM,138 Choowassawattapat,Krit,,,,8,,1,0,Law Enforcement,174.00,16,,,,,,28.69,28.69,,,,,,,,33.02,29.02,4,,,,,,,26.35,21.35,5,,,,,,,28.34,25.34,3,,,,,,,30.23,29.23,1,,,,,,,27.37,24.37,3,,,,,,
99,BUG,SS,024 Rittivorachat,Thatchai,,,,2,,1,0,,174.23,29,,1,,,,24.43,23.43,1,,,,,,,29.31,23.31,3,,1,,,,,35.52,26.52,9,,,,,,,30.49,24.49,6,,,,,,,22.41,21.41,1,,,,,,,32.07,23.07,9,,,,,,
100,CCP,MM,233 Greeprom,Phongpat,,,,4,,1,0,,175.40,44,,1,,,,25.54,23.54,2,,,,,,,27.30,19.30,8,,,,,,,38.26,25.26,13,,,,,,,31.92,21.92,10,,,,,,,25.50,19.50,3,,1,,,,,26.88,18.88,8,,,,,,
101,CCP,MM,025 Vachiravorakam,Ampon,,,,2,,1,0,,176.07,28,,1,,,,22.81,20.81,2,,,,,,,31.71,23.71,8,,,,,,,29.30,23.30,6,,,,,,,30.06,24.06,3,,1,,,,,31.36,28.36,3,,,,,,,30.83,24.83,6,,,,,,
102,CO,SS,201 Hojongjaroen,Thanus,,,,11,,1,0,,176.51,47,,1,,,,22.66,22.66,,,,,,,,27.05,21.05,6,,,,,,,36.49,21.49,15,,,,,,,37.29,21.29,16,,,,,,,21.36,18.36,3,,,,,,,31.66,21.66,7,,1,,,,
103,SSP,SS,135 Ratklao,Suriya,,,,7,,1,0,Law Enforcement,176.75,43,1,,,,,20.68,19.68,1,,,,,,,40.06,25.06,10,1,,,,,,38.89,23.89,15,,,,,,,29.76,20.76,9,,,,,,,19.33,19.33,,,,,,,,28.03,20.03,8,,,,,,
104,CDP,UN,171 Kulthip,Watcharit,,,,10,,1,0,Law Enforcement,177.19,11,,,,,,21.80,21.80,,,,,,,,35.36,29.36,6,,,,,,,29.22,28.22,1,,,,,,,32.96,31.96,1,,,,,,,30.67,28.67,2,,,,,,,27.18,26.18,1,,,,,,
105,SSP,MM,103 Hongprasit,Natthaphon,,,,6,,1,0,Law Enforcement,178.20,8,1,,,,,28.94,28.94,,,,,,,,34.12,25.12,4,1,,,,,,31.98,29.98,2,,,,,,,26.01,26.01,,,,,,,,27.31,26.31,1,,,,,,,29.84,28.84,1,,,,,,
106,CDP,MM,038 Khrueaprasert,Bannasorn,,,,2,,1,0,,178.43,18,,1,,,,23.57,23.57,,,,,,,,29.44,25.44,4,,,,,,,29.56,27.56,2,,,,,,,34.23,26.23,8,,,,,,,28.60,25.60,,,1,,,,,33.03,29.03,4,,,,,,
107,CO,UN,057 Nakkaew,Nat,,,,3,,1,0,,178.58,5,,,,,,31.88,31.88,,,,,,,,28.35,27.35,1,,,,,,,29.08,28.08,1,,,,,,,35.33,33.33,2,,,,,,,26.10,25.10,1,,,,,,,27.84,27.84,,,,,,,
108,SSP,NV,094 Ransimarvitsu,Varut,,,,5,,1,0,,180.64,33,,1,,,,26.66,24.66,2,,,,,,,31.29,23.29,8,,,,,,,28.83,24.83,4,,,,,,,35.10,24.10,8,,1,,,,,28.39,23.39,5,,,,,,,30.37,24.37,6,,,,,,
109,REV,EX,174 Klinhom,Arthit,,,,10,,1,0,Senior,181.67,11,,,,,,31.27,31.27,,,,,,,,29.21,28.21,1,,,,,,,28.02,26.02,2,,,,,,,33.11,29.11,4,,,,,,,34.30,32.30,2,,,,,,,25.76,23.76,2,,,,,,
110,CO,NV,028 Chen,Dongwei,,,,2,,1,0,,181.95,20,,,,,,28.49,28.49,,,,,,,,24.19,20.19,4,,,,,,,34.12,23.12,11,,,,,,,31.52,30.52,1,,,,,,,35.35,33.35,2,,,,,,,28.28,26.28,2,,,,,,
111,CO,NV,227 Sathianwatchai,Wisawat,,,,8,,1,0,Law Enforcement,182.10,22,,,,,,25.18,25.18,,,,,,,,40.66,26.66,14,,,,,,,30.06,29.06,1,,,,,,,34.71,30.71,4,,,,,,,24.02,22.02,2,,,,,,,27.47,26.47,1,,,,,,
112,SPD,ALL,144 Akaraphongphakphoom,Kronphong,,,,8,,1,0,,184.05,17,,1,,,,34.50,34.50,,,,,,,,26.37,25.37,1,,,,,,,34.39,24.39,7,,1,,,,,32.31,29.31,3,,,,,,,28.54,22.54,6,,,,,,,27.94,27.94,,,,,,,
113,PCC,MM,046 Photikot,Naphon,,,,3,,1,0,Law Enforcement,184.90,16,,1,,,,21.99,21.99,,,,,,,,35.33,28.33,7,,,,,,,20.08,19.08,1,,,,,,,61.89,52.89,6,,1,,,,,19.11,18.11,1,,,,,,,26.50,25.50,1,,,,,,
114,SSP,NV,058 Benjahiransak,Kavin,,,,3,,1,0,,185.12,17,1,1,,,,26.67,22.67,4,,,,,,,37.29,27.29,2,1,1,,,,,27.47,23.47,4,,,,,,,36.61,34.61,2,,,,,,,29.50,26.50,3,,,,,,,27.58,25.58,2,,,,,,
115,CCP,NV,052 Nimma,Jeerasak,,,,3,,1,0,,185.21,31,,1,,,,22.99,22.99,,,,,,,,26.46,21.46,5,,,,,,,27.66,22.66,5,,,,,,,43.33,26.33,14,,1,,,,,31.24,30.24,1,,,,,,,33.53,27.53,6,,,,,,
116,CCP,MM,008 Limothai,Kitti,,,,1,,1,0,Senior,185.91,3,,,,,,27.00,27.00,,,,,,,,27.80,27.80,,,,,,,,27.98,27.98,,,,,,,,30.18,29.18,1,,,,,,,37.27,37.27,,,,,,,,35.68,33.68,2,,,,,,
117,ESP,SS,017 Boon Chin,Tai,,,,1,,1,0,,186.72,16,,,,,,36.07,35.07,1,,,,,,,29.56,24.56,5,,,,,,,30.68,26.68,4,,,,,,,31.32,28.32,3,,,,,,,25.41,25.41,,,,,,,,33.68,30.68,3,,,,,,
118,SSP,NV,110 Chaiphong,Phuwanat,,,,6,,1,0,Law Enforcement,186.98,34,,,,,,28.69,25.69,3,,,,,,,38.11,25.11,13,,,,,,,25.41,22.41,3,,,,,,,29.40,28.40,1,,,,,,,38.76,28.76,10,,,,,,,26.61,22.61,4,,,,,,
119,CO,UN,200 Okada,Kazuyuki,,,,11,,1,0,,187.00,15,1,,,,,29.49,29.49,,,,,,,,35.71,26.71,4,1,,,,,,30.49,28.49,2,,,,,,,27.22,25.22,2,,,,,,,26.98,25.98,1,,,,,,,37.11,31.11,6,,,,,,
120,ESP,UN,050 Wintachai,Pongsakron,,,,3,,1,0,Law Enforcement,187.49,14,1,,,,,29.13,28.13,1,,,,,,,26.60,23.60,3,,,,,,,29.48,25.48,4,,,,,,,27.65,25.65,2,,,,,,,44.44,37.44,2,1,,,,,,30.19,28.19,2,,,,,,
121,PCC,MM,084 Lauhawatana,Pattarapol,,,,5,,1,0,,189.73,51,1,8,,,,70.01,1.01,45,,8,,,,,26.25,25.25,1,,,,,,,20.18,20.18,,,,,,,,38.98,30.98,3,1,,,,,,15.09,15.09,,,,,,,,19.22,17.22,2,,,,,,
122,ESP,NV,114 Wichitchan,Wachira,,,,6,,1,0,,190.55,19,1,1,,,,30.65,29.65,1,,,,,,,36.15,23.15,5,1,1,,,,,32.07,27.07,5,,,,,,,28.27,26.27,2,,,,,,,32.12,29.12,3,,,,,,,31.29,28.29,3,,,,,,
123,CO,NV,187 Khamfu,Phasuk,,,,10,,1,0,Senior,190.73,28,,,,,,25.11,23.11,2,,,,,,,37.41,25.41,12,,,,,,,30.07,27.07,3,,,,,,,40.12,36.12,4,,,,,,,20.04,20.04,,,,,,,,37.98,30.98,7,,,,,,
124,CCP,NV,027 Wiangkam,Nitipoom,,,,2,,1,0,Law Enforcement,190.79,30,,,,,,26.97,26.97,,,,,,,,30.04,23.04,7,,,,,,,33.58,24.58,9,,,,,,,40.75,32.75,8,,,,,,,28.60,28.60,,,,,,,,30.85,24.85,6,,,,,,
125,CO,UN,062 Mapon,Thanakit,,,,3,,1,0,Law Enforcement,191.48,44,,3,,,,62.95,21.95,35,,2,,,,,24.35,21.35,3,,,,,,,33.76,32.76,1,,,,,,,31.70,26.70,2,,1,,,,,19.31,17.31,2,,,,,,,19.41,18.41,1,,,,,,
126,BUG,MM,026 Tultanajirasiri,Vithiwat,,,,2,,1,0,Senior,193.49,31,,,,,,30.74,29.74,1,,,,,,,26.26,24.26,2,,,,,,,33.41,24.41,9,,,,,,,33.79,29.79,4,,,,,,,29.64,24.64,5,,,,,,,39.65,29.65,10,,,,,,
127,CCP,SS,033 Numsamlee,Anumas,,,,2,,1,0,Law Enforcement,193.68,32,,1,,,,26.60,25.60,1,,,,,,,33.80,21.80,9,,1,,,,,38.32,24.32,14,,,,,,,31.29,27.29,4,,,,,,,35.47,34.47,1,,,,,,,28.20,25.20,3,,,,,,
128,CDP,NV,142 Sukpaiboon,Thammarat,,,,8,,1,0,Law Enforcement,194.20,30,,,,,,27.36,25.36,2,,,,,,,33.65,22.65,11,,,,,,,30.64,26.64,4,,,,,,,36.49,31.49,5,,,,,,,24.82,22.82,2,,,,,,,41.24,35.24,6,,,,,,
129,CO,UN,173 Detpreedapon,Ekachai,,,,10,,1,0,Law Enforcement,194.38,11,,1,,,,31.95,31.95,,,,,,,,32.46,28.46,1,,1,,,,,31.80,31.80,,,,,,,,31.47,29.47,2,,,,,,,32.70,30.70,2,,,,,,,34.00,28.00,6,,,,,,
130,CCP,SS,206 Thinchomkwan,Natthawut,,,,11,,1,0,,195.82,19,,,,,,29.99,29.99,,,,,,,,33.02,32.02,1,,,,,,,31.81,28.81,3,,,,,,,35.64,30.64,5,,,,,,,33.21,24.21,9,,,,,,,32.15,31.15,1,,,,,,
131,CCP,NV,030 Boonmapad,Waravooth,,,,2,,1,0,,196.55,27,,,,,,33.06,33.06,,,,,,,,35.49,22.49,13,,,,,,,28.09,26.09,2,,,,,,,35.25,30.25,5,,,,,,,33.09,30.09,3,,,,,,,31.57,27.57,4,,,,,,
132,SSP,NV,106 Kuna,Witiwat,,,,6,,1,0,,197.85,28,,2,,,,32.96,27.96,5,,,,,,,34.26,26.26,5,,1,,,,,38.45,29.45,6,,1,,,,,34.40,31.40,3,,,,,,,24.17,24.17,,,,,,,,33.61,24.61,9,,,,,,
133,SSP,MM,203 Teerasawat,Sutee,,,,11,,1,0,Law Enforcement,199.73,30,,,,,,29.01,28.01,1,,,,,,,30.72,25.72,5,,,,,,,36.35,27.35,9,,,,,,,40.38,34.38,6,,,,,,,33.03,24.03,9,,,,,,,30.24,30.24,,,,,,,
134,REV,NV,196 Duangchathom,Surachai,,,,11,,1,0,,200.81,19,,,,,,37.81,35.81,2,,,,,,,36.93,31.93,5,,,,,,,33.31,32.31,1,,,,,,,35.18,33.18,2,,,,,,,27.39,24.39,3,,,,,,,30.19,24.19,6,,,,,,
135,SSP,MM,204 Poala,Nattapon,,,,11,,1,0,Law Enforcement,203.09,48,,1,,,,27.18,27.18,,,,,,,,27.37,21.37,6,,,,,,,30.75,24.75,6,,,,,,,49.18,28.18,18,,1,,,,,30.74,25.74,5,,,,,,,37.87,24.87,13,,,,,,
136,ESP,UN,115 Nootheang,Jirayu,,,,6,,1,0,,203.14,28,,1,,,,28.48,27.48,1,,,,,,,33.27,22.27,11,,,,,,,34.15,26.15,5,,1,,,,,38.24,33.24,5,,,,,,,30.14,29.14,1,,,,,,,38.86,33.86,5,,,,,,
137,CDP,EX,003 Nasimma,Gong,,,,1,,1,0,,203.89,18,,,,,,23.36,20.36,3,,,,,,,29.35,22.35,7,,,,,,,22.61,21.61,1,,,,,,,34.79,28.79,6,,,,,,,27.06,26.06,1,,,,,,,66.72,66.72,,,,,,,
138,CCP,MM,213 Yarangsee,Nitima,,,,12,,1,0,"Lady,Law Enforcement",206.59,18,,,,,,32.13,31.13,1,,,,,,,40.79,31.79,9,,,,,,,33.88,29.88,4,,,,,,,30.71,30.71,,,,,,,,32.69,31.69,1,,,,,,,36.39,33.39,3,,,,,,
139,CCP,NV,191 Somchoknapakorn,Korrakot,,,,11,,1,0,,207.04,39,1,1,,,,25.40,25.40,,,,,,,,39.65,21.65,13,1,,,,,,40.78,25.78,15,,,,,,,42.47,33.47,6,,1,,,,,29.85,28.85,1,,,,,,,28.89,24.89,4,,,,,,
140,SSP,NV,019 Khumkhrong,Jirawat,,,,1,,1,0,Senior,208.93,27,,1,,,,37.29,33.29,4,,,,,,,42.21,31.21,11,,,,,,,27.70,24.70,,,1,,,,,38.55,27.55,11,,,,,,,33.13,33.13,,,,,,,,30.05,29.05,1,,,,,,
141,CCP,UN,143 Khwankaeo,Ratchanon,,,,8,,1,0,Law Enforcement,209.06,21,,,,,,34.55,27.55,7,,,,,,,36.25,32.25,4,,,,,,,32.79,30.79,2,,,,,,,36.43,36.43,,,,,,,,38.63,31.63,7,,,,,,,30.41,29.41,1,,,,,,
142,CCP,NV,126 Seeme,Phonchai,,,,7,,1,0,Law Enforcement,211.78,53,1,1,,,,27.62,21.62,3,,1,,,,,50.12,23.12,22,1,,,,,,37.84,25.84,12,,,,,,,34.40,27.40,7,,,,,,,25.50,24.50,1,,,,,,,36.30,28.30,8,,,,,,
143,CCP,NV,175 Niyomna,Sakchai,,,,10,,1,0,Senior,212.78,21,1,,,,,33.60,30.60,3,,,,,,,34.63,30.63,4,,,,,,,33.57,28.57,5,,,,,,,37.25,29.25,8,,,,,,,37.15,32.15,,1,,,,,,36.58,35.58,1,,,,,,
144,SSP,UN,018 Sumpune,Apiwat,,,,1,,1,0,,214.60,21,,1,,,,29.91,29.91,,,,,,,,33.13,29.13,4,,,,,,,31.04,25.04,6,,,,,,,46.84,39.84,4,,1,,,,,40.02,34.02,6,,,,,,,33.66,32.66,1,,,,,,
145,CDP,UN,119 Muenkanya,Kiattipoom,,,,6,,1,0,,215.15,24,1,1,,,,40.02,32.02,8,,,,,,,38.33,28.33,2,1,1,,,,,40.03,32.03,8,,,,,,,36.11,34.11,2,,,,,,,31.47,31.47,,,,,,,,29.19,25.19,4,,,,,,
146,CCP,UN,049 Uttamarupe,Krittanut,,,,3,,1,0,,215.20,23,1,1,,,,29.35,28.35,1,,,,,,,45.14,26.14,11,1,1,,,,,32.02,27.02,5,,,,,,,36.88,33.88,3,,,,,,,32.75,32.75,,,,,,,,39.06,36.06,3,,,,,,
147,SSP,UN,042 Suttiwan,Arin,,,,2,,1,0,Lady,215.89,25,,1,,,,33.99,32.99,1,,,,,,,47.37,30.37,14,,1,,,,,29.78,26.78,3,,,,,,,35.04,30.04,5,,,,,,,40.84,40.84,,,,,,,,28.87,26.87,2,,,,,,
148,CCP,UN,128 Photong,Thanachok,,,,7,,1,0,,216.63,28,,,,,,37.10,35.10,2,,,,,,,33.09,24.09,9,,,,,,,36.34,31.34,5,,,,,,,35.56,29.56,6,,,,,,,34.38,33.38,1,,,,,,,40.16,35.16,5,,,,,,
149,CCP,NV,031 Pornmuneelerd,Surapas,,,,2,,1,0,,216.87,42,,,,,,34.35,32.35,2,,,,,,,34.93,23.93,11,,,,,,,38.38,24.38,14,,,,,,,34.51,31.51,3,,,,,,,32.34,27.34,5,,,,,,,42.36,35.36,7,,,,,,
150,BUG,MM,067 Pemchat,Sarat,,,,4,,1,0,Law Enforcement,219.38,27,1,,,,,33.89,31.89,2,,,,,,,40.91,32.91,3,1,,,,,,33.61,30.61,3,,,,,,,35.05,25.05,10,,,,,,,34.63,31.63,3,,,,,,,41.29,35.29,6,,,,,,
151,SSP,UN,096 Homros,Ittipat,,,,5,,1,0,,219.65,43,,1,,,,34.24,32.24,2,,,,,,,38.49,27.49,11,,,,,,,47.38,33.38,11,,1,,,,,30.24,29.24,1,,,,,,,37.72,29.72,8,,,,,,,31.58,21.58,10,,,,,,
152,CO,UN,183 Thongpa,Jenphop,,,,10,,1,0,Law Enforcement,222.57,44,3,1,,,,46.59,33.59,3,2,,,,,,35.10,23.10,7,1,,,,,,45.81,25.81,17,,1,,,,,31.46,25.46,6,,,,,,,28.48,24.48,4,,,,,,,35.13,28.13,7,,,,,,
153,SSP,UN,123 Ausup,Jeasada,,,,7,,1,0,,222.79,26,2,,,,,30.47,30.47,,,,,,,,47.86,33.86,14,,,,,,,35.07,32.07,3,,,,,,,29.19,29.19,,,,,,,,33.87,28.87,5,,,,,,,46.33,32.33,4,2,,,,,
154,ESP,NV,217 Wetjatuporn,Jirapa,,,,12,,1,0,Lady,222.82,71,,,,,,29.56,24.56,5,,,,,,,40.58,27.58,13,,,,,,,46.99,26.99,20,,,,,,,42.85,24.85,18,,,,,,,29.24,23.24,6,,,,,,,33.60,24.60,9,,,,,,
155,SSP,NV,205 Piromkriphak,Kasit,,,,11,,1,0,Law Enforcement,223.34,55,,3,,,,31.16,31.16,,,,,,,,27.97,23.97,4,,,,,,,46.06,25.06,21,,,,,,,28.18,27.18,1,,,,,,,23.14,21.14,2,,,,,,,66.83,30.83,27,,3,,,,
156,ESP,NV,048 Viriyakarnjanasakul,Kiettiphum,,,,3,,1,0,,223.92,53,,2,,,,34.90,31.90,,,1,,,,,30.97,21.97,6,,1,,,,,37.65,23.65,14,,,,,,,46.75,24.75,22,,,,,,,32.86,31.86,1,,,,,,,40.79,30.79,10,,,,,,
157,CCP,UN,051 Chaiyarot,Samatcha,,,,3,,1,0,Law Enforcement,224.18,31,,1,,,,34.86,26.86,8,,,,,,,34.34,30.34,4,,,,,,,30.77,25.77,5,,,,,,,48.83,39.83,6,,1,,,,,34.30,32.30,2,,,,,,,41.08,35.08,6,,,,,,
158,CDP,MM,199 Kucharo,Choosak,,,,11,,1,0,"Senior,Law Enforcement",225.00,46,1,2,,,,26.75,23.75,,,1,,,,,44.22,25.22,14,1,,,,,,39.56,26.56,13,,,,,,,42.00,28.00,14,,,,,,,31.46,29.46,2,,,,,,,41.01,35.01,3,,1,,,,
159,CDP,SS,007 Wisapandsa,Sakda,,,,1,,1,0,,225.64,40,1,,,,,31.57,30.57,1,,,,,,,36.49,26.49,10,,,,,,,41.36,34.36,7,,,,,,,35.72,30.72,5,,,,,,,42.72,32.72,5,1,,,,,,37.78,25.78,12,,,,,,
160,SSP,NV,072 Sangareeyakul,Kamphol,,,,4,,1,0,Senior,225.67,37,,,,,,33.51,33.51,,,,,,,,32.86,28.86,4,,,,,,,40.73,28.73,12,,,,,,,36.82,29.82,7,,,,,,,45.34,38.34,7,,,,,,,36.41,29.41,7,,,,,,
161,CCP,NV,105 Sritrakool,Raksak,,,,6,,1,0,,226.29,53,,,,,,32.94,29.94,3,,,,,,,35.02,26.02,9,,,,,,,45.29,25.29,20,,,,,,,43.77,32.77,11,,,,,,,37.53,31.53,6,,,,,,,31.74,27.74,4,,,,,,
162,CCP,UN,221 Ardwichai,Anantasak,,,,12,,1,0,Law Enforcement,227.69,47,,,,,,31.66,26.66,5,,,,,,,45.85,27.85,18,,,,,,,38.15,29.15,9,,,,,,,44.96,31.96,13,,,,,,,33.89,32.89,1,,,,,,,33.18,32.18,1,,,,,,
163,CCP,UN,040 Phuttakee,Phitsanu,,,,2,,1,0,,228.20,37,,,,,,32.86,32.86,,,,,,,,34.47,23.47,11,,,,,,,38.58,25.58,13,,,,,,,37.12,33.12,4,,,,,,,43.82,36.82,7,,,,,,,41.35,39.35,2,,,,,,
164,BUG,MM,125 Nowkord,Thanaphon,,,,7,,1,0,Law Enforcement,228.30,29,,,,,,33.76,31.76,2,,,,,,,33.16,30.16,3,,,,,,,42.12,30.12,12,,,,,,,46.57,38.57,8,,,,,,,42.52,38.52,4,,,,,,,30.17,30.17,,,,,,,
165,BUG,UN,013 Faieay,Satid,,,,1,,1,0,,229.28,20,,,,,,31.73,31.73,,,,,,,,36.07,30.07,6,,,,,,,37.02,34.02,3,,,,,,,42.75,40.75,2,,,,,,,40.27,35.27,5,,,,,,,41.44,37.44,4,,,,,,
166,CCP,UN,112 Prawatviteesuk,Kanisorn,,,,6,,1,0,,232.55,14,1,2,,,,35.30,35.30,,,,,,,,38.03,37.03,1,,,,,,,38.33,37.33,1,,,,,,,37.06,36.06,1,,,,,,,51.16,33.16,10,1,1,,,,,32.67,28.67,1,,1,,,,
167,BUG,MM,152 Pathasema,Sombat,,,,9,,1,0,Senior,232.80,27,,,,,,33.75,31.75,2,,,,,,,36.27,31.27,5,,,,,,,36.21,26.21,10,,,,,,,39.47,37.47,2,,,,,,,49.12,47.12,2,,,,,,,37.98,31.98,6,,,,,,
168,ESP,MM,037 Pariphinitchai,Phichet,,,,2,,1,0,,234.68,33,,1,,,,32.93,25.93,7,,,,,,,32.24,30.24,2,,,,,,,43.79,30.79,13,,,,,,,47.89,42.89,5,,,,,,,43.48,40.48,3,,,,,,,34.35,28.35,3,,1,,,,
169,SSP,NV,117 Kaewpanya,Kanapol,,,,6,,1,0,Law Enforcement,235.53,41,2,,,,,36.04,33.04,3,,,,,,,42.70,26.70,6,2,,,,,,46.39,29.39,17,,,,,,,37.85,33.85,4,,,,,,,38.37,34.37,4,,,,,,,34.18,27.18,7,,,,,,
170,ESP,UN,039 Saensingkhonphan,Kittaphot,,,,2,,1,0,,239.48,60,,1,,,,35.23,30.23,5,,,,,,,38.51,23.51,12,,1,,,,,45.54,26.54,19,,,,,,,36.94,27.94,9,,,,,,,41.00,38.00,3,,,,,,,42.26,30.26,12,,,,,,
171,SSP,NV,219 Lakthong,Atthapon,,,,12,,1,0,Law Enforcement,239.70,49,,,,,,36.18,30.18,6,,,,,,,36.06,28.06,8,,,,,,,29.46,27.46,2,,,,,,,58.34,41.34,17,,,,,,,40.34,37.34,3,,,,,,,39.32,26.32,13,,,,,,
172,SSP,NV,104 Boonlith,Nattakorn,,,,6,,1,0,,239.80,31,,,,,,38.47,38.47,,,,,,,,31.29,27.29,4,,,,,,,49.02,38.02,11,,,,,,,35.18,33.18,2,,,,,,,44.91,35.91,9,,,,,,,40.93,35.93,5,,,,,,
173,SSP,NV,092 Sutum,Pathra,,,,5,,1,0,Lady,240.21,42,,,,,,36.44,31.44,5,,,,,,,45.68,35.68,10,,,,,,,48.92,36.92,12,,,,,,,41.51,33.51,8,,,,,,,34.73,31.73,3,,,,,,,32.93,28.93,4,,,,,,
174,SSP,UN,136 Ditsabanchong,Rungroj,,,,7,,1,0,,242.11,32,1,,,,,29.38,29.38,,,,,,,,27.52,25.52,2,,,,,,,43.81,28.81,15,,,,,,,51.65,46.65,5,,,,,,,56.01,49.01,2,1,,,,,,33.74,25.74,8,,,,,,
175,ESP,NV,116 Srimora,Suttichok,,,,6,,1,0,,245.14,62,,,,,,31.98,27.98,4,,,,,,,43.39,28.39,15,,,,,,,43.62,34.62,9,,,,,,,49.21,31.21,18,,,,,,,36.74,30.74,6,,,,,,,40.20,30.20,10,,,,,,
176,CCP,UN,161 Charoenjai,Pichitpol,,,,9,,1,0,Law Enforcement,246.63,57,,,,,,33.46,30.46,3,,,,,,,35.01,22.01,13,,,,,,,55.22,38.22,17,,,,,,,35.58,30.58,5,,,,,,,42.66,35.66,7,,,,,,,44.70,32.70,12,,,,,,
177,CDP,UN,118 Pirotesak,Chayuth,,,,6,,1,0,,254.83,17,,2,,,,34.43,34.43,,,,,,,,37.60,32.60,5,,,,,,,41.25,38.25,3,,,,,,,54.15,46.15,5,,1,,,,,42.78,40.78,2,,,,,,,44.62,39.62,2,,1,,,,
178,CO,UN,153 Phuboonton,Auttapon,,,,9,,1,0,Law Enforcement,254.85,42,,2,,,,32.46,32.46,,,,,,,,36.03,30.03,3,,1,,,,,53.70,40.70,13,,,,,,,51.89,43.89,8,,,,,,,41.87,27.87,11,,1,,,,,38.90,31.90,7,,,,,,
